Difficulty,Animal,CardNumber,DiceNumber,Area,Height,SolutionCount,Blocks
Difficult,Ostrich,18,1,9,2,1,"[Yellow small hook, Blue flash, Red stool, Red small hook]"
Difficult,Ostrich,18,2,9,2,2,"[Yellow small hook, Blue big hook, Blue flash, Red small hook]"
Difficult,Ostrich,18,3,9,2,2,"[Yellow hello, Yellow small hook, Red small hook, Red big hook]"
Difficult,Ostrich,18,4,9,2,1,"[Blue v, Red stool, Red big hook, Green big hook]"
Difficult,Ostrich,18,5,9,2,1,"[Blue big hook, Blue flash, Blue v, Red stool]"
Difficult,Ostrich,18,6,9,2,3,"[Yellow big hook, Blue flash, Red small hook, Green L]"
Difficult,Ostrich,18,7,9,2,1,"[Yellow big hook, Red stool, Red small hook, Green L]"
Difficult,Ostrich,18,8,9,2,1,"[Yellow small hook, Blue flash, Blue lighter, Green L]"
Difficult,Ostrich,18,9,9,2,2,"[Yellow small hook, Blue big hook, Green flash, Green L]"
Difficult,Ostrich,18,10,9,2,1,"[Yellow big hook, Red flash, Green flash, Green L]"
Difficult,Ostrich,19,1,9,2,1,"[Yellow small hook, Red stool, Red small hook, Green big hook]"
Difficult,Ostrich,19,2,9,2,1,"[Blue big hook, Blue v, Red stool, Green flash]"
Difficult,Ostrich,19,3,9,2,1,"[Yellow hello, Blue v, Red stool, Green big hook]"
Difficult,Ostrich,19,4,9,2,1,"[Blue big hook, Red stool, Red small hook, Green L]"
Difficult,Ostrich,19,5,9,2,1,"[Blue flash, Red stool, Red small hook, Red flash]"
Difficult,Ostrich,19,6,9,2,2,"[Blue big hook, Green flash, Green T, Green L]"
Difficult,Ostrich,19,7,9,2,1,"[Yellow hello, Blue lighter, Red small hook, Green L]"
Difficult,Ostrich,19,8,9,2,1,"[Yellow small hook, Blue lighter, Red small hook, Green big hook]"
Difficult,Ostrich,19,9,9,2,1,"[Blue big hook, Blue lighter, Red small hook, Green L]"
Difficult,Ostrich,19,10,9,2,2,"[Blue big hook, Blue v, Red stool, Green big hook]"
Difficult,Ostrich,20,1,9,2,2,"[Red stool, Red small hook, Green flash, Green L]"
Difficult,Ostrich,20,2,9,2,1,"[Yellow big hook, Yellow small hook, Blue flash, Red small hook]"
Difficult,Ostrich,20,3,9,2,2,"[Yellow small hook, Blue flash, Red stool, Green L]"
Difficult,Ostrich,20,4,9,2,1,"[Blue lighter, Red stool, Red small hook, Green L]"
Difficult,Ostrich,20,5,9,2,2,"[Blue big hook, Blue v, Red stool, Green flash]"
Difficult,Ostrich,20,6,9,2,1,"[Yellow small hook, Blue flash, Green big hook, Green L]"
Difficult,Ostrich,20,7,9,2,1,"[Blue big hook, Red stool, Red flash, Green L]"
Difficult,Ostrich,20,8,9,2,1,"[Blue flash, Red small hook, Green big hook, Green T]"
Difficult,Ostrich,20,9,9,2,1,"[Yellow small hook, Red stool, Green big hook, Green L]"
Difficult,Ostrich,20,10,9,2,1,"[Yellow small hook, Blue big hook, Blue lighter, Green L]"
Difficult,Rhino,21,1,9,2,1,"[Blue flash, Red small hook, Green big hook, Green L]"
Difficult,Rhino,21,2,9,2,1,"[Red stool, Red small hook, Red flash, Green big hook]"
Difficult,Rhino,21,3,9,2,4,"[Red stool, Red small hook, Green flash, Green L]"
Difficult,Rhino,21,4,9,2,1,"[Blue lighter, Red small hook, Red big hook, Green L]"
Difficult,Rhino,21,5,9,2,4,"[Blue flash, Red stool, Red flash, Green L]"
Difficult,Rhino,21,6,9,2,1,"[Yellow hello, Blue lighter, Red small hook, Green L]"
Difficult,Rhino,21,7,9,2,2,"[Yellow big hook, Blue flash, Red small hook, Green L]"
Difficult,Rhino,21,8,9,2,3,"[Yellow hello, Blue flash, Green T, Green L]"
Difficult,Rhino,21,9,9,2,3,"[Yellow hello, Yellow small hook, Red stool, Red small hook]"
Difficult,Rhino,21,10,9,2,3,"[Yellow hello, Blue v, Red stool, Red big hook]"
Difficult,Rhino,22,1,9,2,2,"[Blue big hook, Blue flash, Blue v, Red stool]"
Difficult,Rhino,22,2,9,2,1,"[Yellow small hook, Red stool, Red big hook, Green L]"
Difficult,Rhino,22,3,9,2,1,"[Yellow small hook, Blue flash, Green big hook, Green L]"
Difficult,Rhino,22,4,9,2,1,"[Yellow small hook, Blue flash, Red big hook, Green L]"
Difficult,Rhino,22,5,9,2,5,"[Yellow big hook, Blue lighter, Blue v, Green big hook]"
Difficult,Rhino,22,6,9,2,3,"[Yellow big hook, Blue lighter, Blue v, Red stool]"
Difficult,Rhino,22,7,9,2,2,"[Blue big hook, Blue lighter, Blue v, Red big hook]"
Difficult,Rhino,22,8,9,2,1,"[Yellow small hook, Blue big hook, Red stool, Green T]"
Difficult,Rhino,22,9,9,2,1,"[Yellow gate, Blue v, Red stool, Green big hook]"
Difficult,Rhino,22,10,9,2,1,"[Yellow small hook, Red stool, Green flash, Green T]"
Difficult,Rhino,23,1,9,2,2,"[Red stool, Red flash, Green big hook, Green L]"
Difficult,Rhino,23,2,9,2,2,"[Yellow small hook, Yellow gate, Red stool, Green L]"
Difficult,Rhino,23,3,9,2,4,"[Blue big hook, Blue lighter, Blue v, Red stool]"
Difficult,Rhino,23,4,9,2,1,"[Yellow hello, Yellow big hook, Blue v, Red stool]"
Difficult,Rhino,23,5,9,2,1,"[Yellow small hook, Blue flash, Red small hook, Green big hook]"
Difficult,Rhino,23,6,9,2,2,"[Yellow gate, Blue flash, Blue v, Green big hook]"
Difficult,Rhino,23,7,9,2,8,"[Yellow small hook, Yellow gate, Blue lighter, Green L]"
Difficult,Rhino,23,8,9,2,2,"[Yellow hello, Blue big hook, Blue v, Green big hook]"
Difficult,Rhino,23,9,9,2,3,"[Yellow hello, Yellow small hook, Blue lighter, Red flash]"
Difficult,Rhino,23,10,9,2,3,"[Yellow hello, Yellow small hook, Green flash, Green L]"
Difficult,Rhino,24,1,9,2,1,"[Blue big hook, Red stool, Red small hook, Green L]"
Difficult,Rhino,24,2,9,2,3,"[Yellow small hook, Blue flash, Red big hook, Green L]"
Difficult,Rhino,24,3,9,2,1,"[Yellow hello, Blue big hook, Blue v, Red big hook]"
Difficult,Rhino,24,4,9,2,1,"[Yellow small hook, Red stool, Green big hook, Green L]"
Difficult,Rhino,24,5,9,2,2,"[Yellow big hook, Yellow small hook, Green flash, Green L]"
Difficult,Rhino,24,6,9,2,3,"[Yellow hello, Red small hook, Red big hook, Green L]"
Difficult,Rhino,24,7,9,2,12,"[Blue lighter, Blue v, Red stool, Green flash]"
Difficult,Rhino,24,8,9,2,5,"[Blue lighter, Red stool, Red small hook, Green L]"
Difficult,Rhino,24,9,9,2,1,"[Yellow big hook, Blue big hook, Red small hook, Green L]"
Difficult,Rhino,24,10,9,2,1,"[Red small hook, Red big hook, Green big hook, Green L]"
Difficult,Giraffe,25,1,9,2,3,"[Blue lighter, Blue v, Red stool, Red big hook]"
Difficult,Giraffe,25,2,9,2,1,"[Yellow small hook, Blue big hook, Red stool, Green T]"
Difficult,Giraffe,25,3,9,2,1,"[Yellow small hook, Blue lighter, Green big hook, Green T]"
Difficult,Giraffe,25,4,9,2,1,"[Yellow small hook, Yellow gate, Blue flash, Green L]"
Difficult,Giraffe,25,5,9,2,1,"[Blue lighter, Red small hook, Green big hook, Green L]"
Difficult,Giraffe,25,6,9,2,2,"[Yellow small hook, Blue flash, Blue lighter, Green L]"
Difficult,Giraffe,25,7,9,2,1,"[Yellow small hook, Blue big hook, Blue lighter, Green L]"
Difficult,Giraffe,25,8,9,2,4,"[Yellow hello, Blue lighter, Red small hook, Green T]"
Difficult,Giraffe,25,9,9,2,3,"[Yellow hello, Yellow small hook, Red big hook, Green L]"
Difficult,Giraffe,25,10,9,2,4,"[Yellow hello, Blue big hook, Red small hook, Green L]"
Difficult,Giraffe,26,1,9,2,1,"[Yellow hello, Yellow big hook, Yellow small hook, Green L]"
Difficult,Giraffe,26,2,9,2,4,"[Yellow hello, Yellow big hook, Blue v, Red stool]"
Difficult,Giraffe,26,3,9,2,1,"[Blue big hook, Red stool, Red small hook, Green L]"
Difficult,Giraffe,26,4,9,2,1,"[Red small hook, Green flash, Green big hook, Green L]"
Difficult,Giraffe,26,5,9,2,2,"[Yellow small hook, Blue big hook, Red small hook, Green big hook]"
Difficult,Giraffe,26,6,9,2,1,"[Yellow small hook, Red stool, Green flash, Green L]"
Difficult,Giraffe,26,7,9,2,2,"[Yellow hello, Blue v, Red big hook, Green flash]"
Difficult,Giraffe,26,8,9,2,1,"[Yellow hello, Red flash, Green flash, Green L]"
Difficult,Giraffe,26,9,9,2,2,"[Yellow big hook, Red stool, Green T, Green L]"
Difficult,Giraffe,26,10,9,2,3,"[Yellow hello, Yellow small hook, Red small hook, Green flash]"
Difficult,Giraffe,27,1,9,2,1,"[Yellow small hook, Red stool, Green flash, Green T]"
Difficult,Giraffe,27,2,9,2,2,"[Yellow small hook, Blue big hook, Blue lighter, Green L]"
Difficult,Giraffe,27,3,9,2,2,"[Blue lighter, Red small hook, Green flash, Green L]"
Difficult,Giraffe,27,4,9,2,3,"[Yellow gate, Blue lighter, Blue v, Green big hook]"
Difficult,Giraffe,27,5,9,2,1,"[Yellow hello, Blue lighter, Red small hook, Red flash]"
Difficult,Giraffe,27,6,9,2,2,"[Yellow hello, Blue big hook, Blue v, Red stool]"
Difficult,Giraffe,27,7,9,2,3,"[Yellow gate, Red small hook, Green big hook, Green L]"
Difficult,Giraffe,27,8,9,2,1,"[Yellow big hook, Yellow small hook, Green flash, Green L]"
Difficult,Giraffe,27,9,9,2,1,"[Yellow small hook, Yellow gate, Red small hook, Green big hook]"
Difficult,Giraffe,27,10,9,2,1,"[Yellow big hook, Blue big hook, Blue lighter, Blue v]"
Difficult,Giraffe,28,1,9,2,4,"[Red stool, Red small hook, Green flash, Green T]"
Difficult,Giraffe,28,2,9,2,6,"[Yellow hello, Blue lighter, Blue v, Red stool]"
Difficult,Giraffe,28,3,9,2,4,"[Blue flash, Blue v, Red stool, Green flash]"
Difficult,Giraffe,28,4,9,2,2,"[Yellow hello, Yellow small hook, Red stool, Red small hook]"
Difficult,Giraffe,28,5,9,2,4,"[Yellow small hook, Blue flash, Red stool, Green T]"
Difficult,Giraffe,28,6,9,2,1,"[Yellow small hook, Yellow gate, Blue flash, Green L]"
Difficult,Giraffe,28,7,9,2,1,"[Yellow big hook, Yellow small hook, Blue lighter, Green L]"
Difficult,Giraffe,28,8,9,2,2,"[Yellow big hook, Blue big hook, Red small hook, Green L]"
Difficult,Giraffe,28,9,9,2,2,"[Blue big hook, Blue lighter, Blue v, Red stool]"
Difficult,Giraffe,28,10,9,2,2,"[Blue lighter, Blue v, Green flash, Green big hook]"
Difficult,Zebra,29,1,9,2,1,"[Yellow small hook, Blue big hook, Blue lighter, Red flash]"
Difficult,Zebra,29,2,9,2,2,"[Yellow small hook, Blue flash, Red stool, Green T]"
Difficult,Zebra,29,3,9,2,1,"[Yellow big hook, Yellow small hook, Green big hook, Green T]"
Difficult,Zebra,29,4,9,2,2,"[Yellow hello, Blue v, Red stool, Green flash]"
Difficult,Zebra,29,5,9,2,2,"[Yellow small hook, Red small hook, Red big hook, Green flash]"
Difficult,Zebra,29,6,9,2,2,"[Blue big hook, Blue lighter, Red small hook, Green L]"
Difficult,Zebra,29,7,9,2,3,"[Blue big hook, Red stool, Red small hook, Green L]"
Difficult,Zebra,29,8,9,2,2,"[Yellow small hook, Blue big hook, Blue lighter, Green T]"
Difficult,Zebra,29,9,9,2,5,"[Yellow gate, Blue lighter, Blue v, Green big hook]"
Difficult,Zebra,29,10,9,2,1,"[Red small hook, Red big hook, Green flash, Green L]"
Difficult,Zebra,30,1,9,2,5,"[Yellow small hook, Blue big hook, Red stool, Green L]"
Difficult,Zebra,30,2,9,2,5,"[Blue big hook, Red stool, Red small hook, Green L]"
Difficult,Zebra,30,3,9,2,2,"[Blue big hook, Blue v, Red stool, Green big hook]"
Difficult,Zebra,30,4,9,2,5,"[Red stool, Red small hook, Green big hook, Green L]"
Difficult,Zebra,30,5,9,2,2,"[Yellow small hook, Red stool, Red big hook, Green L]"
Difficult,Zebra,30,6,9,2,13,"[Blue lighter, Blue v, Red stool, Red big hook]"
Difficult,Zebra,30,7,9,2,5,"[Blue lighter, Red stool, Red small hook, Green L]"
Difficult,Zebra,30,8,9,2,1,"[Yellow big hook, Blue v, Green flash, Green big hook]"
Difficult,Zebra,30,9,9,2,3,"[Blue big hook, Blue flash, Blue lighter, Blue v]"
Difficult,Zebra,30,10,9,2,2,"[Yellow hello, Yellow small hook, Blue big hook, Green L]"
Difficult,Zebra,31,1,9,2,2,"[Blue lighter, Blue v, Red stool, Green big hook]"
Difficult,Zebra,31,2,9,2,2,"[Yellow hello, Red stool, Red flash, Green L]"
Difficult,Zebra,31,3,9,2,3,"[Yellow small hook, Red stool, Red small hook, Green flash]"
Difficult,Zebra,31,4,9,2,5,"[Red stool, Red small hook, Green big hook, Green L]"
Difficult,Zebra,31,5,9,2,4,"[Yellow hello, Yellow small hook, Red stool, Green L]"
Difficult,Zebra,31,6,9,2,2,"[Yellow small hook, Blue big hook, Green flash, Green L]"
Difficult,Zebra,31,7,9,2,1,"[Yellow big hook, Blue lighter, Red small hook, Red flash]"
Difficult,Zebra,31,8,9,2,2,"[Yellow hello, Red stool, Red flash, Green L]"
Difficult,Zebra,31,9,9,2,4,"[Yellow small hook, Red big hook, Green flash, Green L]"
Difficult,Zebra,31,10,9,2,2,"[Yellow small hook, Blue flash, Green big hook, Green L]"
Difficult,Zebra,32,1,8,2,6,"[Yellow small hook, Blue v, Green big hook, Green L]"
Difficult,Zebra,32,2,8,2,10,"[Blue big hook, Blue v, Green T, Green L]"
Difficult,Zebra,32,3,8,2,2,"[Yellow small hook, Blue v, Red big hook, Red flash]"
Difficult,Zebra,32,4,8,2,8,"[Yellow hello, Blue v, Red flash, Green L]"
Difficult,Zebra,32,5,8,2,6,"[Blue big hook, Blue v, Red small hook, Green L]"
Difficult,Zebra,32,6,9,2,1,"[Red stool, Red small hook, Red big hook, Red flash]"
Difficult,Zebra,32,7,9,2,4,"[Blue big hook, Blue lighter, Blue v, Red big hook]"
Difficult,Zebra,32,8,9,2,1,"[Yellow big hook, Yellow small hook, Blue lighter, Red flash]"
Difficult,Zebra,32,9,9,2,1,"[Yellow small hook, Red big hook, Green big hook, Green L]"
Difficult,Zebra,32,10,9,2,3,"[Yellow hello, Yellow small hook, Green flash, Green L]"
Difficult,Warthog,33,1,10,2,6,"[Blue lighter, Red stool, Red big hook, Green big hook]"
Difficult,Warthog,33,2,10,2,2,"[Yellow hello, Yellow gate, Blue lighter, Green big hook]"
Difficult,Warthog,33,3,10,2,1,"[Yellow big hook, Yellow gate, Blue flash, Blue lighter]"
Difficult,Warthog,33,4,10,2,1,"[Yellow big hook, Yellow gate, Red stool, Green big hook]"
Difficult,Warthog,33,5,10,2,4,"[Yellow hello, Yellow gate, Blue lighter, Green flash]"
Difficult,Warthog,33,6,9,2,6,"[Blue lighter, Blue v, Red big hook, Green flash]"
Difficult,Warthog,33,7,9,2,8,"[Yellow hello, Red stool, Red small hook, Green L]"
Difficult,Warthog,33,8,9,2,2,"[Blue big hook, Red big hook, Green T, Green L]"
Difficult,Warthog,33,9,9,2,9,"[Yellow small hook, Blue big hook, Blue lighter, Green L]"
Difficult,Warthog,33,10,9,2,1,"[Yellow big hook, Red flash, Green flash, Green L]"
Difficult,Warthog,34,1,10,2,3,"[Yellow hello, Yellow big hook, Red big hook, Green flash]"
Difficult,Warthog,34,2,10,2,1,"[Red stool, Red big hook, Green flash, Green big hook]"
Difficult,Warthog,34,3,10,2,4,"[Yellow big hook, Blue lighter, Red stool, Red big hook]"
Difficult,Warthog,34,4,10,2,1,"[Blue lighter, Red stool, Red big hook, Green flash]"
Difficult,Warthog,34,5,10,2,4,"[Blue big hook, Blue lighter, Red stool, Green big hook]"
Difficult,Warthog,34,6,9,2,10,"[Blue lighter, Blue v, Red stool, Green big hook]"
Difficult,Warthog,34,7,9,2,5,"[Yellow hello, Blue big hook, Red small hook, Green L]"
Difficult,Warthog,34,8,9,2,1,"[Red small hook, Red big hook, Green big hook, Green T]"
Difficult,Warthog,34,9,9,2,6,"[Blue flash, Blue v, Red stool, Green flash]"
Difficult,Warthog,34,10,9,2,12,"[Yellow hello, Red stool, Red small hook, Green L]"
Difficult,Warthog,35,1,10,2,1,"[Blue big hook, Red stool, Green flash, Green big hook]"
Difficult,Warthog,35,2,10,2,2,"[Yellow hello, Yellow big hook, Red stool, Green flash]"
Difficult,Warthog,35,3,10,2,3,"[Yellow hello, Blue lighter, Red stool, Green big hook]"
Difficult,Warthog,35,4,10,2,2,"[Yellow hello, Yellow big hook, Red stool, Green big hook]"
Difficult,Warthog,35,5,10,2,1,"[Yellow gate, Blue big hook, Blue lighter, Red stool]"
Difficult,Warthog,35,6,9,2,1,"[Blue v, Red big hook, Green flash, Green big hook]"
Difficult,Warthog,35,7,9,2,6,"[Red stool, Red big hook, Red flash, Green L]"
Difficult,Warthog,35,8,9,2,34,"[Blue lighter, Red stool, Red small hook, Green L]"
Difficult,Warthog,35,9,9,2,3,"[Yellow small hook, Red big hook, Green flash, Green L]"
Difficult,Warthog,35,10,9,2,6,"[Blue flash, Blue lighter, Red small hook, Green L]"
Difficult,Warthog,36,1,10,2,4,"[Yellow hello, Yellow big hook, Yellow gate, Red stool]"
Difficult,Warthog,36,2,10,2,5,"[Yellow gate, Blue big hook, Blue flash, Red stool]"
Difficult,Warthog,36,3,10,2,1,"[Yellow hello, Blue big hook, Blue flash, Green big hook]"
Difficult,Warthog,36,4,10,2,1,"[Yellow hello, Yellow gate, Blue big hook, Green flash]"
Difficult,Warthog,36,5,10,2,1,"[Yellow hello, Yellow big hook, Red stool, Green big hook]"
Difficult,Warthog,36,6,9,2,13,"[Blue big hook, Red stool, Red small hook, Green L]"
Difficult,Warthog,36,7,9,2,1,"[Yellow small hook, Red big hook, Green big hook, Green L]"
Difficult,Warthog,36,8,9,2,5,"[Yellow hello, Yellow small hook, Green flash, Green L]"
Difficult,Warthog,36,9,9,2,10,"[Yellow hello, Red stool, Red small hook, Green L]"
Difficult,Warthog,36,10,9,2,7,"[Yellow hello, Blue flash, Blue v, Green flash]"
